id;age;male;eduyears;nzeuro;rightwing;neg_ath;neg_bd;neg_ch;neg_hd;neg_jw;neg_ms;thr_ath;thr_bd;thr_ch;thr_hd;thr_jw;rural;thr_ms;wave;religiosity
1123;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1124;51;Not Male;11,0;1;7;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Somewhat negative;Somewhat negative;1;Not threatening at all;Not very threatening;Not very threatening;Somewhat threatening;Not Rural;Somewhat threatening;2018;7
1124;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1125;70;Not Male;16,0;1;8;NA;NA;Somewhat positive;NA;NA;NA;NA;NA;Not threatening at all;NA;NA;Rural;Somewhat threatening;2018;5
1125;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1126;35;Male;10,0;1;NA;Somewhat positive;Somewhat positive;Neither negative nor positive;Somewhat negative;Somewhat positive;Somewhat negative;2;Not very threatening;NA;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;7
1126;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1127;67;Not Male;12,0;1;5;NA;Somewhat positive;Very positive;Somewhat positive;Somewhat positive;Neither negative nor positive;NA;Not very threatening;Not threatening at all;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;3
1127;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1128;45;Male;13,0;NA;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;NA;NA;NA;NA;Rural;NA;2018;7
1128;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1129;38;NA;16,0;1;4;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Rural;Not very threatening;2018;6
1129;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1130;30;Male;25,0;NA;5;Neither negative nor positive;Somewhat negative;Neither negative nor positive;Somewhat negative;Neither negative nor positive;Somewhat negative;2;Somewhat threatening;Not very threatening;Somewhat threatening;Somewhat threatening;Not Rural;Somewhat threatening;2018;4
1130;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1131;69;Not Male;13,0;1;5;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Somewhat positive;2;NA;Not very threatening;NA;Not very threatening;Not Rural;Not very threatening;2018;4
1131;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1132;71;Not Male;12,0;1;5;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;3
1132;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1133;73;Not Male;NA;1;7;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
1133;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1134;43;Male;7,0;1;3;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;NA;NA;NA;NA;NA;Rural;NA;2018;3
1134;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1135;20;NA;15,0;1;NA;Somewhat negative;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;1
1135;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1136;44;Not Male;18,0;1;3;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Rural;Not threatening at all;2018;4
1136;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1137;48;Not Male;NA;1;NA;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Rural;Not very threatening;2018;4
1137;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1138;41;Male;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Not very threatening;NA;NA;Rural;Not very threatening;2018;6
1138;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1139;72;Male;12,0;1;8;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;3
1139;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1140;62;Not Male;4,0;1;0;NA;NA;Very positive;NA;NA;NA;NA;NA;Not threatening at all;NA;NA;Not Rural;NA;2018;4
1140;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1141;19;Male;10,0;NA;5;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;5
1141;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1142;60;Male;11,0;1;7;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Rural;Not very threatening;2018;4
1142;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1143;46;Not Male;14,0;1;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;7
1143;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1144;24;Not Male;11,0;1;NA;Very positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;7
1144;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1145;62;Not Male;13,0;NA;4;NA;Somewhat negative;Neither negative nor positive;Somewhat negative;Somewhat negative;Somewhat negative;NA;Somewhat threatening;Not threatening at all;Somewhat threatening;Somewhat threatening;Rural;Somewhat threatening;2018;6
1145;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1146;30;Male;13,0;NA;4;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
1146;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1147;66;Male;8,0;NA;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;7
1147;67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1148;55;Male;12,0;1;2;Somewhat negative;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
1148;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1149;20;Not Male;16,0;1;NA;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not threatening at all;Not very threatening;Somewhat threatening;Not Rural;Somewhat threatening;2018;NA
1149;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1150;68;NA;10,0;1;NA;NA;NA;Very positive;NA;NA;NA;NA;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Rural;Not threatening at all;2018;3
1150;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1151;53;Male;10,0;1;2;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Rural;Not threatening at all;2018;3
1151;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1152;46;Not Male;10,0;1;5;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;2
1152;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1153;57;Male;13,0;1;5;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
1153;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1154;60;Male;25,0;1;3;Somewhat positive;Very positive;Very positive;Somewhat positive;Very positive;Very positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;3
1154;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018;6
1155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1156;32;Not Male;15,0;1;6;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;7
1156;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1157;63;Not Male;NA;1;8;Neither negative nor positive;Very Negative;Very Negative;Very Negative;Very Negative;Very Negative;1;Very threatening;Not very threatening;Very threatening;Not threatening at all;Not Rural;Very threatening;2018;7
1157;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1158;30;Male;17,0;1;7;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;5
1158;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1159;36;Not Male;16,0;NA;3;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;6
1159;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1160;52;Male;14,0;NA;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;4
1160;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1161;27;Not Male;19,0;1;2;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;4
1161;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1162;69;Male;22,0;1;6;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not very threatening;Not Rural;Somewhat threatening;2018;4
1162;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1163;19;NA;12,0;1;NA;Somewhat positive;NA;Very positive;NA;NA;Somewhat positive;2;Not very threatening;Not threatening at all;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;2
1163;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1164;71;Male;18,0;1;2;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;1;Not threatening at all;Not very threatening;Not threatening at all;Not threatening at all;Not Rural;Not very threatening;2018;6
1164;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018;NA
1165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1166;26;Not Male;NA;1;NA;Somewhat positive;Very positive;Very Negative;Very positive;Very positive;Neither negative nor positive;2;Not threatening at all;Very threatening;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;7
1166;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1167;56;Male;13,0;1;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not very threatening;2018;4
1167;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1168;28;Not Male;13,0;1;NA;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;2;Not threatening at all;Not very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;4
1168;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1169;63;Male;13,0;1;4;Somewhat positive;Somewhat positive;Neither negative nor positive;Somewhat negative;Somewhat negative;Somewhat negative;1;Not threatening at all;Somewhat threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;7
1169;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1170;55;Male;13,0;1;1;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;7
1170;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1171;75;Not Male;12,0;1;5;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;6
1171;76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1172;72;Male;10,0;1;0;Very positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Very Negative;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Very threatening;2018;7
1172;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1173;21;Not Male;13,0;1;0;Somewhat positive;Very positive;Very Negative;Somewhat positive;Somewhat negative;Somewhat negative;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;7
1173;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1174;35;Not Male;16,0;1;5;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
1174;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1175;31;Male;12,0;1;5;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;1
1175;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1176;52;Not Male;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Not Rural;NA;2018;4
1176;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1177;39;Male;15,0;NA;7;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
1177;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1178;69;Male;NA;NA;3;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Somewhat negative;Somewhat negative;Very Negative;2;Not threatening at all;Not very threatening;Not very threatening;Somewhat threatening;Not Rural;Somewhat threatening;2018;3
1178;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1179;46;Not Male;20,0;1;3;NA;NA;NA;NA;NA;NA;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;6
1179;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1180;70;Not Male;10,0;1;2;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;2;Not very threatening;Not very threatening;NA;Not very threatening;Not Rural;NA;2018;4
1180;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1181;49;Not Male;12,0;1;NA;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
1181;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1182;22;Not Male;13,0;1;NA;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;4
1182;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
1183;45;Male;14,0;NA;4;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;5
1183;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
